id,tags,description,applicant,rating,keywords,methods,revisions,location.name,source.name,source.license,source.url,documentation.name,documentation.url,mechanism_value,mechanism_units,mechanism_rating,mechanism_notes,mechanism_comment,volume_value,volume_units,volume_rating,volume_notes,volume_comment,negativity_value,negativity_units,negativity_rating,negativity_notes,negativity_comment,permanence_value,permanence_units,permanence_rating,permanence_notes,permanence_comment,additionality_value,additionality_units,additionality_rating,additionality_notes,additionality_comment,cost_value,cost_units,cost_rating,cost_notes,cost_comment,specificity_value,specificity_units,specificity_rating,specificity_notes,specificity_comment,pt,projection_comments,projection_group,cost_2020_min,cost_2021_min,cost_2022_min,cost_2023_min,cost_2024_min,cost_2025_min,cost_2026_min,cost_2027_min,cost_2028_min,cost_2029_min,cost_2030_min,cost_2031_min,cost_2032_min,cost_2033_min,cost_2034_min,cost_2035_min,cost_2020_max,cost_2021_max,cost_2022_max,cost_2023_max,cost_2024_max,cost_2025_max,cost_2026_max,cost_2027_max,cost_2028_max,cost_2029_max,cost_2030_max,cost_2031_max,cost_2032_max,cost_2033_max,cost_2034_max,cost_2035_max,vol_2020_min,vol_2021_min,vol_2022_min,vol_2023_min,vol_2024_min,vol_2025_min,vol_2026_min,vol_2027_min,vol_2028_min,vol_2029_min,vol_2030_min,vol_2031_min,vol_2032_min,vol_2033_min,vol_2034_min,vol_2035_min,vol_2020_max,vol_2021_max,vol_2022_max,vol_2023_max,vol_2024_max,vol_2025_max,vol_2026_max,vol_2027_max,vol_2028_max,vol_2029_max,vol_2030_max,vol_2031_max,vol_2032_max,vol_2033_max,vol_2034_max,vol_2035_max
STRP004,"['soil', 'farming']",Regenerative farming practices for soil carbon sequestration.,Indigo Ag,1,,"The reported volume range of 100k to 1M tCO₂ / yr corresponds to unknown modified farming practices applied to an unknown number of participating farms. A wide variety of practices can potentially increase soil carbon sequestration, and rates associated with specific practices are likely to be variable and challenging to quantify (Smith et al., 2019; Poeplau & Don, 2011; Sanderman & Baldrock, 2010). If we assumed, for example, practices that increase soil carbon sequestration at a rate of 1 tCO₂ / ha / yr, we could infer that it would be necessary for 0.5M ha of farmland across all project participants. Lacking any specifics on either dimension, it is difficult to validate or judge the plausibility of the volume. The project also references a Climate Action Reserve [protocol development process](https://www.climateactionreserve.org/how/protocols/soil-enrichment/) that has not yet been finalized.","[{'date': '05-18-2020', 'note': 'First release.'}, {'date': '03-17-2021', 'note': 'Added documentation column to match new conventions.'}]",Midwest and Southern USA,Stripe 2020 Negative Emissions Purchase,CC-BY-4.0,https://github.com/stripe/negative-emissions-source-materials,Website,https://www.indigoag.com/for-supporters/carbon,0,,0.0,Broker facilitates atmospheric carbon removal by providing an incentive to adopt agricultural practices that increase carbon sequestration in soils.,"Multiple established soil carbon removal pathways exist, but validating project mechanisms would require specific project details.",550000.0,tCO₂,0.0,Range of 100k-1M tCO₂ based on potential participants in program.,"We report the average of the range. Validation of volume would at a minimum require information on specific projects, and values are only plausible under a significant scale of participation, for example, 0.5M ha of farmland at a rate of 1 tCO₂ / ha / yr.",,,0.0,No data provided.,,100.0,years,0.0,Claims that offsets issued under Climate Action Reserve or Verra protocols require 100-year commitments.,"Soil carbon storage can be reversed by changed land management practices. Project claims that offset protocols ensure permanence on a 100-year timeframe, but of the protocols mentioned, only one is public in draft form (Climate Action Reserve) and it does not require projects to make legally-binding contracts for 100 years.",0.0,,,,Changes to land management practices not specified. Significant co-benefits to land managers claimed alongside climate benefits offered for sale. There is not enough information to assess additionality. See Specificity comment.,20.0,$/tCO₂,,"Includes 75% for farmers and 25% for monitoring, reporting, and verification work.",,0.0,,,,"No information or data on specific projects are publicly available, and methods and protocols are either not publicly available or currently under review.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRP010,"['soil', 'grazing']",Regenerative land management.,Soil Value Exchange,1,,"The proposal described several examples of soil carbon and ranching-related carbon storage studies, but it’s not clear what specific practices will be used by projects that participate in the program. The overall claimed volume of 33000 tCO₂ is based on the participation of 10-30 ranches (depending on ranch size) totaling about 13360 ha and assuming 2.47 tCO₂ / ha / yr. While there is significant variability and uncertainty in soil carbon sequestration across practices, that value is commensurate with a range from existing literature, for example 1.17 ± 0.29 tCO₂ / ha / yr for cover cropping (Poeplau & Don, 2011), 0.92 ± 0.78 tCO₂ / ha / yr for a mix of practices including conversion from conventional tillage to no tillage (Sanderman & Baldrock, 2010), and 1.43 tCO₂ / ha / yr for using no tillage (Sperow, 2015). The project mentions a protocol that is under development in collaboration with Rice University, but is not yet available. The project indicated that a lifecycle analysis and future studies would be provided in the future. This kind of information would facilitate independent assessment.","[{'date': '05-18-2020', 'note': 'First release.'}, {'date': '03-17-2021', 'note': 'Added documentation column to match new conventions.'}]",,Stripe 2020 Negative Emissions Purchase,CC-BY-4.0,https://github.com/stripe/negative-emissions-source-materials,Website,https://www.soil-value-exchange.com/,0,,0.0,Broker facilitates atmospheric carbon removal by providing an incentive to adopt agricultural practices that increase carbon sequestration in soils.,Multiple established soil carbon removal pathways exist. Specific mechnaisms for individual projects are not detailed.,33000.0,tCO₂,0.0,Specific projects not identified. Claimed volume reflects 10-30 plots totaling 13355 ha with an average of 2.5 tCO₂ / ha / year.,Claimed rate of 2.5 tCO₂ / ha / yr is broadly commensurate with a range from existing literature and models. Few project specific details are available to validate volume further.,0.5,,0.0,"Reported ratio provisional based on several referenced publications, with amended results to be determined in a future study.","Connection between existing references, project plans, and future study not clear. Net LCA impacts depend on methane emissions from livestock and no GWP conversion information reported.",10.0,years,1.0,Claims 1000+ years in the abscence of behavioral changes.,"Soil carbon storage can be reversed by changed land management practices. Soil Value Exchange requires 10-year contractual commitments, so we report the minimum of the contractual agreement and the biogeophysical claim.",0.0,,,"Counterfactual could include conventional grazing and intensive feedlot grazing, but no projects identified and no historical practices identified at specific project sites.",Participating projects and their past practices unknown. There is not enough information to assess additionality. See Specificity comment.,30.0,$/tCO₂,,"Cost appears to include payments to farmers and monitoring, veritification, and reporting, but no breakdown is specified.",,0.0,,,,No details available on specific projects. Protocol is under development but not yet available.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT003,"['soil', 'grazing']",Sequestering carbon through sustainable grasslands mangement in Kenya.,NativeEnergy,1,,"Involved parties include Native, a Public Benefit Corporation (applicant), The Northern Rangelands Trust, 13 Nature conservancies in northern Kenya, The Nature Conservancy (TNC), and Soils for the Future LLC (soil carbon project consultant). Project area is ~2 million ha, project term and crediting period are 2012-2042. Project claims 0.6-1.0 tCO₂/ha/yr in the Microsoft proposal, and 0.3-0.7 tCO₂/ha/yr in the draft design document in the Verra registry. Soil Organic Carbon is the only credited carbon pool, and is estimated using the SNAP model, a five parameter model that includes grazing intensity, lignin and cellulose content of above ground biomass, % sand in soil, and mean annual precipitation. Model is calibrated with 20cm soil samples every 8-10 years at 233 permanent sampling stations.","[{'date': '03-17-2021', 'note': 'First release.'}]",Kenya,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://native.eco/project/northern-kenya-improved-grasslands-project/,0,,1.0,Removes carbon from atmosphere for storage in soils.,Project introduces planned rotational grazing on grasslands to enable recovery of perennial grasses and increase soil organic carbon. Grazing impacts on soil carbon may be dependent on local climate patterns.,3000000.0,tCO₂,0.0,"Seller offers 3,000,000 tCO₂ removal from a ~2 million ha project area. The offered volume is just a portion of the total carbon benefits attributed to the project. Project does not specify a strategy for mitigating against reversals.","Seller claims removal rate 0.6-1.0 tCO₂/ha/yr from an increase in soil organic carbon (SOC). Project uses the SNAP model of soil carbon dynamics to estimate removal volume, trained on a set of up to 233, 20cm soil cores across the 2 million ha project area. Model is calibrated with ground-truthed sampling every 6-10 years. Given the spatial heterogeneity SOC can exhibit, and the sensitivity of measured SOC to sampling depth, we cannot validate this volume.",,,0.0,,There is not enough information to calculate or validate negativity.,21.0,years,1.0,Seller claims 30 year permanence.,"Project lifetime appears to be 30 years (2012-2042) with 21 years remaining, which we report as the permanence. Permanence is contigent on social adherence to planned grazing patterns; historical degradation and SOC loss could reoccur with a reversion to unplanned grazing.",0.0,,,"Counterfactual is continuous, unplanned grazing.","Project activities started in 2012, and all participating conservancies adopted rotational grazing by 2015. The credits offered are not clearly vintaged, leading to the concern the carbon benefits sold in this offer could have been generated up to 9 years ago.",,,-9999.0,,,2.0,,-9999.0,,Project is formally listed on Verra as VCS1468. Project details and quantification methodologies are well documented.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT022,"['soil', 'farming']",Soil organic carbon protocol development and CDR procurement using the Truterra platform.,Land O'Lakes,1,Truterra,"Involved parties include Land O’Lakes, Inc. (applicant), SustainCERT (Gold Standard certification body), Truterra (methodology developer, project implementer), and the Soil Health Institute. Project term is 2016 onwards, and other key project details are not not available. Project will result in additional activity modules for the Gold Standard Soil Organic Carbon Framework. Credited activities will include no-till (including strip tillage), and cover cropping. Quantification approaches will include on site measruement to document baseline SOC, model based estimates of SOC change, and model validation with 50cm soil pits in representative project strata.","[{'date': '03-17-2021', 'note': 'First release.'}]",USA,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://TruterraAg.com,0,,1.0,Removes carbon from atmosphere for sequestration in agricultural soil.,"Project extends the Gold Standard Soil Organic Carbon Framework to include no-tillage, strip tillage, and cover cropping as activities that can produce carbon credits. Project recruits Land O'Lake farmers to implement these practices to increase soil organic carbon.",100000.0,tCO₂,0.0,"Seller offers 100,000 tCO₂ removal, and claims it will recruit farmers as needed to produce those carbon benefits. A buffer pool will be maintained to mitigate against reversals according to the Gold Standard methodology.","Validation of volume would at a minimum require information on specific projects, and documentation of methodology used to quantify removal volume.",,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating farmers. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,,There is not enough information on specific projects to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"No information on specific projects is publicly available, and quantification methods are still in development.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT023,"['soil', 'farming']",Pipeline development for soil organic carbon CDR at scale using the Truterra platform.,Land O'Lakes,1,Truterra,,"[{'date': '03-17-2021', 'note': 'First release.'}]",USA,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://TruterraAg.com,0,,1.0,Removes carbon from atmosphere for sequestration in agricultural soil.,"Project invests in a ""CDR pipeline"", recuiting farmers to the Truterra platform, supporting adoption of soil management best practices, and developing monitoring and verification methods.",1858750.0,tCO₂,0.0,"Seller offers 1,858,750 tCO₂ removal, and claims it will recruit farmers and develop the monitoring and verification technology as needed to produce those carbon benefits. The offered volume is just a portion of the total carbon the project estimates it will generate. A buffer pool will be maintained to mitigate against reversals according to the Gold Standard methodology.","Validation of volume would at a minimum require information on specific projects, and documentation of methodology used to quantify removal volume.",,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating farmers. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,,There is not enough information on specific projects to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"No information or data on specific projects are publicly available, and methods are either not publicly available or currently under review.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT025,"['soil', 'conversion']",Re-flooding California’s Sacramento Delta to stop subsidence and sequester carbon.,3Degrees,1,,,"[{'date': '03-17-2021', 'note': 'First release.'}]","California, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://americancarbonregistry.org/carbon-accounting/standards-methodologies/restoration-of-california-deltaic-and-coastal-wetlands,2,,1.0,"Project avoids emissions by re-wetting peat soils, and removes carbon from the atmosphere for storage in restored peatland.",Project pays farmers to convert dry-crop agricultural land to rice paddies or to wetland habitat.,550.0,tCO₂,0.0,Seller offers 550 tCO₂ removal from an unspecified project area. The offered volume is just a portion of the total carbon benefits the project estimates it will generate. A buffer pool will be maintained to mitigate against reversals according to the ACR methodology.,"Validation of volume would at a minimum require information on specific projects, and documentation of methodology used to quantify removal volume.",,,0.0,,There is not enough information to calculate or validate negativity.,40.0,years,0.0,Seller claims 40 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating farmers. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,No counterfactual is specified.,Project lacks enough project detail to evaluate additionality. See Specificity comment for further discussion.,,,-9999.0,,,0.0,,-9999.0,,No information or data on specific projects are publicly available.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT030,"['soil', 'farming']",Soil organic carbon CDR using the Truterra platform.,Land O'Lakes,1,Truterra,,"[{'date': '03-17-2021', 'note': 'First release.'}]",USA,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://TruterraAg.com,0,,1.0,Removes carbon from atmosphere for sequestration in agricultural soil.,Project develops the capacity to credit farmers who are a part of the Truterra network and have reduced tillage and/or used cover cropping in the last several years.,100000.0,tCO₂,0.0,"Seller offers 100,000 tCO₂ removal. Project anticipates delivering 100,000 tCO₂ removal will require enrolling 200,000-250,000 acres of farmland. A buffer pool will be maintained to mitigate against reversals according to the ACR methodology.","Validation of volume would at a minimum require information on specific projects, and documentation of methodology used to quantify removal volume.",,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating farmers. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,,There is not enough information on specific projects to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"No information or data on specific projects are publicly available, and methods are either not publicly available or currently under review.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT054,"['soil', 'grazing']",Soil carbon sequestration through the Montana Improved Grazing Project.,NativeEnergy,1,Montana Improved Grazing Project,"Involved parties include Native, a Public Benefit Corporation, Western Sustainability Exchange, and Soils for the Future. Crediting period is 2019-2039, project area is 33,292 acres. Total estimated carbon removal is 445,964 tCO₂, resulting in a basic estimated removal rate of (445,964 tCO₂ / 33,292 ac/ 20 yr) = (0.7 tCO₂/ac/yr * 2.471 ac/ha) = 1.65 tCO₂/ha/yr. Project design document’s quantification section is incomplete, but indicates use of SNAPNA model of soil carbon dynamics.","[{'date': '03-17-2021', 'note': 'First release.'}]","Montana, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://native.eco/project/montana-grasslands-projecthb/,0,,0.0,Removes carbon from atmosphere for storage in soils.,Project provides upfront capital and ongoing payments for ranchers to implement planned grazing to increase soil organic carbon. Grazing strategies include increased grazing intensity and increased periods of rest and regrowth. We cannot validate the mechanism as the proposal lacks specificity regarding what activities are actually credited. Grazing impacts on soil carbon may be dependent on local climate patterns.,1500000.0,tCO₂,0.0,"Seller offers 1,500,000 tCO₂ removal from a project that currently spans 33,292 acres, but could expand in the future. Offer for FY2021 is 6000 tCO₂.","This is a grouped project, and it appears as though the offered volume depends on future project expansion. The available documentation provides information for a 13,473 ha project area and a total projected net carbon benefit of 445,964 tCO₂. The claimed sequestration rate is 1.65 tCO₂/ha/yr. Project uses the SNAPNA model of soil carbon dynamics to estimate removal volume, but input parameters and training data characterics are not publicly available.",,,0.0,,There is not enough information to calculate or validate negativity.,18.0,years,1.0,Seller claims 30 year permanence.,"Project lifetime appears to be 20 years (2019-2039), with 18 years remaining, which we report as the permanence. Permanence is contigent on rancher adherence to planned grazing patterns. Historical degradation and SOC loss could reoccur with a reversion to common practice grazing patterns.",0.0,,,,There is not enough information to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"Project is formally listed on Verra as VCS1960. Partial documention is available for a portion of the offered credits. This grouped project is still in development with Verra, and project documentation available through the registry is is only partially complete. Carbon removal estimation methodologies are not publicly documented.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT056,"['soil', 'grazing']","Adoption of rotational grazing, supported by Western Sustainability Exchange.",3Degrees,1,Western Sustainability Exchange,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Montana, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.westernsustainabilityexchange.org/,0,,1.0,Project removes carbon from atmosphere for storage in soil.,"Project pays ranchers to implement planned rotational grazing, increasing soil carbon of working grasslands. Grazing impacts on soil carbon may be dependent on local climate patterns.",50000.0,tCO₂,0.0,"Seller offers 50,000 tCO₂ from a 5000 acre project area.","Validation of volume would at a minimum require some combination of project implementation specifics, clarity around credited timeline, or more specificity around soil organic carbon quantification method.",,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating landowners.",0.0,,,,There is not enough information to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"Very little public information available. General project model is clearly communicated, but no implementation or crediting methodology specifics are available.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT074,"['soil', 'farming']",Soil carbon sequestration via regenerative agriculture with Garrett Land and Cattle.,Nori,1,Garrett Land and Cattle,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Iowa, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://nori.com/supplier/garrett-land-and-cattle,2,,1.0,"Removes carbon from atmosphere for sequestration in agricultural soil, and avoids emissions through modified agricultural practices.","Project claims carbon benefits from no-till farming, crop rotations, use of compost and manure, and use of livestock to enhance crop residue recovery.",15000.0,tCO₂,0.0,"Seller offers 15,000 tCO₂ removal, over 31 fields which together project 19,000 tCO₂ removal.","Volume is calculated using the COMET-Farm model. Project locations are specified and COMET-Farm is a publicly available tool. Validating volume further would require knowing model parameters used, having more complete plot details, and knowing more about proposal duration.",,,0.0,,There is not enough information to calculate or validate negativity.,10.0,years,1.0,Seller claims 10 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. Nori requires a 10-year contractual commitment from its projects, which is a reasonable timeframe given bankruptcy and default risks.",0.0,,,No counterfactual is specified.,"The participating farmer implemented no-till practices in 2012, modified fertilizer application practices in 2015, and started using compost in 2016. Significant co-benefits (a 2x improvement to yeilds) are claimed alongside carbon benefits as a result of these management changes.",,,-9999.0,,,1.0,,-9999.0,,"Project is formally listed on Nori. Several project details (e.g. plot locations) are available. Volume and LCA methods are based on the public and published COMET-Farm model. Specific parameters used for model are not public, limiting ability for independent analysis and quantification.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT076,"['soil', 'conversion']",Enhancing rangeland soil health and carbon sequestration with compost.,3Degrees,1,,,"[{'date': '03-17-2021', 'note': 'First release.'}]","California, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://carbonthroughcompost.wordpress.com/home-2/,0,,1.0,Removes carbon from atmosphere for sequestration in rangeland soil.,Project applies compost to grazed rangelands to increase soil organic carbon. Project seeks support to expands upon a pilot project.,2.0,tCO₂,0.0,"Seller offers 2 tCO₂ removal. It is unclear if this volume is carbon removal from the pilot project, or if it is attributed to the project expansion. A buffer pool will be maintained to mitigate against reversals according to the ACR methodology.","Pilot project design is well described, but no data or conclusions are publicly available. Validation of volume would at a minimum require clear project specifics (volume claimed over a specific area for a specific time period), clear communication of methodology used, or data from pilot plots.",,,0.0,,There is not enough information to calculate or validate negativity.,40.0,years,0.0,Seller claims 40 year permanence.,Contract terms with landowner not specified.,0.0,,,,There is not enough information to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"Specificity around credited activities, participating lands, and volume estimation methodology is not publicly availabe.",soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT087,"['soil', 'farming']",Regenerative farming practices for soil carbon sequestration.,Indigo Ag,1,,,"[{'date': '03-17-2021', 'note': 'First release.'}]",USA,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.indigoag.com/for-growers/indigo-carbon,2,,1.0,"Removes carbon from atmosphere for sequestration in rangeland soil, and avoids emissions through modified agricultural practices.","Broker provides an incentive for farmers to adopt agricultural practices that increase carbon sequestration in soils, including cover cropping, reduced tillage, diversifying crop rotations, and reducing fertilizer use.",6225000.0,tCO₂,0.0,"Seller offers 6,225,000 tCO₂ removal over an unspecified project area, with 25,000 tCO₂ offered in FY2021. A buffer pool will be maintained to mitigate against reversals according to the ACR or Verra methodology.","Validation of volume would at a minimum require information on specific projects, and values are only plausible under a significant scale of participation, for example, 6M ha of farmland at a rate of 1 tCO₂ / ha / yr.",,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,"Soil carbon storage can last for decades or more, but it can also be reversed by changes to land use or management practices. No information is provided as to the contract terms with participating farmers.",0.0,,,,There is not enough information to evaluate additionality. Significant co-benefits to land managers claimed alongside climate benefits offered for sale.,,,-9999.0,,,0.0,,-9999.0,,No information or data on specific projects are publicly available.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT094,"['soil', 'farming']",Generating soil carbon with farmer-centric incentives for verifiable outcomes.,Cargill,1,,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Iowa, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.theoutcomesfund.com/,0,,0.0,Removes carbon from atmosphere for sequestration in rangeland soil.,"Broker provides an incentive to adopt agricultural practices that increase carbon sequestration in soils. Project activities are not prescribed by the program. Multiple established soil carbon removal pathways exist, but validating project mechanisms would require specific project details.",100.0,tCO₂,0.0,Seller offers 100 tCO₂ removal from an unknown project area. A 10% buffer pool will be maintained to mitigate against reversals.,"Volume is calculated using the COMET-Farm model, however input parameters are not available. Validation of volume would at a minimum require clear project specifics.",,,0.0,,There is not enough information to calculate or validate negativity.,10.0,years,1.0,Seller claims 10 year permanence.,,0.0,,,No counterfactual is specified.,There is not enough information to evaluate additionality. Significant co-benefits to land managers claimed alongside climate benefits offered for sale.,,,-9999.0,,,0.0,,-9999.0,,No information or data on specific projects are publicly available.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT116,"['soil', 'conversion']",Restoring bog and peatlands though the Dunbeath Peatland Restoration project.,ClimateCare Oxford,1,Dunbeath Peatland Restoration,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Scotland,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,,,1,,1.0,Project avoids emissions by re-wetting peatlands and slowing decomposition.,Project restores peatlands by blocking artificial drainage.,210274.0,tCO₂,0.0,"Seller offers 210,274 tCO₂ removal from the restoration of 2100 ha of peatland.",There is not enough information to validate this volume. See Specificity comment.,,,0.0,,There is not enough information to calculate or validate negativity.,100.0,years,0.0,Seller claims 100 year permanence.,No information regarding the project's contractual commitments is available. Socioeconomic risks are significant due to the risk of default or bankruptcy on this time horizon.,0.0,,,,There is not enough information to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,Public documentation available only via the Microsoft 2021 Carbon Removal RFP.,soil,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
